x,x_dot,theta,theta_dot,action
0.21776710450649261,0.022218424826860428,-0.00897950679063797,0.03524462506175041,0.0
0.3135544955730438,0.04842006787657738,0.002197724999859929,0.025003407150506973,1.0
0.07722266018390656,0.17471031844615936,0.0018045618198812008,-0.24996745586395264,0.0
0.22878913581371307,0.2146851271390915,-0.0011127529432997108,-0.01328451931476593,0.0
0.03769063577055931,-0.038063038140535355,0.02860938385128975,0.2554709315299988,1.0
2.1850006580352783,0.32238832116127014,-0.0038296112325042486,-0.07986586540937424,0.0
1.2557291984558105,0.1836322844028473,-0.002328568371012807,-0.026398353278636932,0.0
0.1591847538948059,0.01028304360806942,-0.0009615723975002766,0.034053560346364975,0.0
1.0839171409606934,0.18247941136360168,-0.0001712157391011715,-0.01767168939113617,0.0
0.4001454710960388,0.16338689625263214,0.005412769969552755,0.0005100255366414785,1.0
-0.3808782696723938,-0.3598845899105072,-0.006588398013263941,0.3534303903579712,1.0
0.07927092164754868,0.0022918921895325184,-0.001273925299756229,0.039451103657484055,1.0
0.7961752414703369,0.1868094503879547,0.003943521995097399,-0.012975800782442093,1.0
-0.06686704605817795,-0.021557582542300224,0.011154469102621078,0.12292826920747757,1.0
0.6164519190788269,0.23039764165878296,-0.005791337229311466,-0.013086283579468727,0.0
-0.8150404691696167,-0.16681264340877533,0.0013874201104044914,0.045086223632097244,1.0
0.003942187875509262,0.15811696648597717,0.0015187583630904555,-0.24502015113830566,0.0
1.699871301651001,0.01351592130959034,-0.003584243357181549,0.24930353462696075,1.0
0.9795452356338501,0.2185615599155426,-0.004829775542020798,-0.01909909024834633,0.0
1.674538254737854,0.39593708515167236,0.0007307529449462891,-0.3282812237739563,0.0
0.3986865282058716,0.026119839400053024,0.002472479362040758,0.02323339879512787,1.0
0.26557400822639465,0.000215644744457677,0.00168614590074867,0.03266033157706261,1.0
0.2983688414096832,0.20223771035671234,0.0012312603648751974,-0.2616173028945923,0.0
0.08328579366207123,0.010408597998321056,0.007424375507980585,0.03128419071435928,1.0
-1.0427826642990112,0.00963619165122509,0.0006441821460612118,-0.24697048962116241,0.0
-0.8326796293258667,0.020005768164992332,-0.0002318264450877905,-0.2419753223657608,0.0
0.3472481071949005,0.15747496485710144,0.004887622781097889,-0.0008162774029187858,1.0
0.5725262761116028,0.1381918042898178,-0.0014582894509658217,0.0014881653478369117,0.0
0.17635749280452728,0.21241495013237,0.0018322726245969534,-0.2571628987789154,0.0
0.5713443160057068,0.19189009070396423,-0.003401405643671751,-0.006414765026420355,0.0
-0.3709331750869751,-0.3470965325832367,-0.0028220410458743572,0.34986215829849243,1.0
0.06616029143333435,0.01177073735743761,-0.005046839825809002,0.03571825474500656,0.0
0.1053088828921318,0.00426478823646903,-0.0005807408597320318,0.033189550042152405,0.0
1.9187662601470947,0.2266971319913864,0.0017614286625757813,-0.05486112833023071,0.0
-0.5265607237815857,-0.426300972700119,-0.006935332901775837,0.3649841845035553,1.0
0.30747830867767334,0.04817047715187073,0.001831360044889152,0.023811139166355133,1.0
0.4592639207839966,0.21703188121318817,0.0019271197961643338,-0.2638786733150482,0.0
-0.06749323010444641,-0.1454322636127472,-0.003285558894276619,0.0956161841750145,1.0
0.007375712040811777,-0.006983241066336632,0.00472290487959981,0.1668734848499298,1.0
-0.0739322155714035,0.15476123988628387,0.004080438986420631,-0.2455788105726242,0.0
0.37621089816093445,0.03365304321050644,0.004543178714811802,0.025719139724969864,1.0
0.8945133090019226,0.18402501940727234,-0.0030680301133543253,-0.014523922465741634,0.0
-0.03775624558329582,-0.051561854779720306,0.026120353490114212,0.20044249296188354,1.0
0.4779144823551178,0.17796888947486877,0.0022136943880468607,-0.00015181383059825748,1.0
0.22348140180110931,0.24312670528888702,0.004468172788619995,-0.26522156596183777,0.0
0.07913293689489365,-0.0047845602966845036,0.0005950084887444973,0.04107700660824776,1.0
0.11898671090602875,-0.015485446900129318,-0.0016744849272072315,0.04061637073755264,1.0
0.14819084107875824,0.18323971331119537,0.0007001648191362619,-0.24832120537757874,0.0
0.026598922908306122,0.1941661685705185,0.017580555751919746,-0.10228872299194336,0.0
-0.04191052168607712,-0.22935299575328827,-0.0022295566741377115,0.3341190814971924,1.0
0.46588608622550964,0.027400489896535873,-0.00035126315196976066,0.27981996536254883,1.0
0.9055745005607605,-0.006905266549438238,-0.006121181882917881,0.2788732051849365,1.0
0.22056396305561066,-0.16928952932357788,-0.002329104347154498,0.322259783744812,1.0
0.9286641478538513,0.2043766975402832,0.0033760149963200092,-0.02043256349861622,1.0
0.4671528935432434,0.027530811727046967,-0.003294942667707801,0.029445486143231392,1.0
0.12264224886894226,0.04476502910256386,-0.012480132281780243,0.09894265234470367,1.0
0.048941198736429214,-0.020996171981096268,-0.001719650812447071,0.042487986385822296,1.0
0.3168655037879944,0.129985511302948,-0.00027696325560100377,0.008432883769273758,1.0
0.19432801008224487,0.19674040377140045,-0.001605514669790864,-0.25416141748428345,0.0
0.5238933563232422,0.04036096855998039,-0.0007372345426119864,0.023616120219230652,0.0
-0.7402195930480957,-0.35939061641693115,-0.00044044016976840794,0.34251880645751953,1.0
0.2254597395658493,-1.180879189632833e-05,0.005668505560606718,0.034809209406375885,1.0
1.4639530181884766,0.22614984214305878,0.00425743218511343,-0.04278796911239624,1.0
1.37347412109375,0.1868506222963333,0.0009249542490579188,-0.02752341888844967,1.0
0.05968407541513443,-0.17545858025550842,-0.004978109151124954,0.3275851011276245,1.0
0.03168771415948868,0.19228851795196533,0.005887170322239399,-0.25592589378356934,0.0
0.018487993627786636,-0.036843784153461456,-0.0009146666270680726,0.044106949120759964,0.0
0.18769647181034088,0.19003702700138092,0.003765304107218981,-0.2516302168369293,0.0
0.5597983002662659,0.1757444143295288,-0.004354529082775116,0.001123390975408256,0.0
0.12996947765350342,-0.16591936349868774,-0.0005543206352740526,0.3219546675682068,1.0
0.227261483669281,0.22259114682674408,0.006011146120727062,-0.26188763976097107,0.0
0.3289891183376312,-0.17261745035648346,-0.0009608113905414939,0.32161760330200195,1.0
0.3925195336341858,0.23233705759048462,-0.00023519873502664268,-0.2674625515937805,0.0
0.20200510323047638,0.03578110784292221,0.00754476198926568,0.016061076894402504,0.0
-0.02940584532916546,-0.1646767258644104,0.001821638084948063,0.058834198862314224,0.0
0.13392266631126404,-0.014718882739543915,-0.0030545485205948353,0.04181477427482605,0.0
1.2465020418167114,-0.011541408486664295,0.0006871476070955396,0.2676680088043213,1.0
0.4399767518043518,0.13632802665233612,-0.004720340948551893,0.010193430818617344,0.0
0.638421893119812,-0.024745425209403038,-0.002980498131364584,0.29019784927368164,1.0
0.8752732872962952,-0.035928402096033096,-0.0005273119895718992,0.2858983278274536,1.0
0.2425183653831482,0.2044481635093689,0.0027558202855288982,-0.258394330739975,0.0
0.20755678415298462,0.037041958421468735,0.0038857192266732454,0.029039036482572556,1.0
0.25236624479293823,0.17346684634685516,-0.0011272223200649023,0.13810572028160095,1.0
-1.3325495719909668,-0.2297734022140503,0.008118380792438984,0.04127638414502144,1.0
0.224114328622818,0.01959029771387577,-0.00186487240716815,0.036504704505205154,1.0
